333,-110778
334,-111445
335,-112114
336,-112784
337,-113457
338,-114132
339,-114808
340,-115487
341,-116168
342,-116850
343,-117535
344,-118222
345,-118910
346,-119601
347,-120294
348,-120988
349,-121685
350,-122384
351,-123084
352,-123787
353,-124492
354,-125198
355,-125907
356,-126618
357,-127330
358,-128045
359,-128762
360,-129480
361,-130201
362,-130924
363,-131648
364,-132375
365,-133104
366,-133834
367,-134567
368,-135302
369,-136038
370,-136777
371,-137518
372,-138260
373,-139005
374,-139752
375,-140500
376,-141251
377,-142004
378,-142758
379,-143515
380,-144274
381,-145034
382,-145797
383,-146562
384,-147328
385,-148097
386,-148868
387,-149640
388,-150415
389,-151192
390,-151970
391,-152751
392,-153534
393,-154318
394,-155105
395,-155894
396,-156684
397,-157477
398,-158272
399,-159068
400,-159867
401,-160668
402,-161470
403,-162275
404,-163082
405,-163890
406,-164701
407,-165514
408,-166328
409,-167145
410,-167964
411,-168784
412,-169607
413,-170432
414,-171258
415,-172087
416,-172918
417,-173750
418,-174585
419,-175422
420,-176260
421,-177101
422,-177944
423,-178788
424,-179635
425,-180484
426,-181334
427,-182187
428,-183042
429,-183898
430,-184757
431,-185618
432,-186480
433,-187345
434,-188212
435,-189080
436,-189951
437,-190824
438,-191698
439,-192575
440,-193454
441,-194334
442,-195217
443,-196102
444,-196988
445,-197877
446,-198768
447,-199660
448,-200555
449,-201452
450,-202350
451,-203251
452,-204154
453,-205058
454,-205965
455,-206874
456,-207784
457,-208697
458,-209612
459,-210528
460,-211447
461,-212368
462,-213290
463,-214215
464,-215142
465,-216070
466,-217001
467,-217934
468,-218868
469,-219805
470,-220744
471,-221684
472,-222627
473,-223572
474,-224518
475,-225467
476,-226418
477,-227370
478,-228325
479,-229282
480,-230240
481,-231201
482,-232164
483,-233128
484,-234095
485,-235064
486,-236034
487,-237007
488,-237982
489,-238958
490,-239937
491,-240918
492,-241900
493,-242885
494,-243872
495,-244860
496,-245851
497,-246844
498,-247838
499,-248835
